03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,09
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,04,04,00,00,04,04,04,04,04,04,04,04,00,00,04,04,04,04,04,04,04,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,03,01,00,00,01,01,01,01,01,09,03,01,00,00,01,01,01,01,01,01,09,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,04,04,04,04,12,06,04,04,04,04,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,08,03,01,01,01,01,01,01,01,01,09,02,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,04,04,00,00,04,04,00,08,02,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,08,03,01,00,00,01,09,02,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,08,02,08,02,00,00,00,00,08,02,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,04,12,02,08,02,00,00,00,00,08,02,08,06,04,04,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,08,03,01,00,08,06,04,04,04,04,12,06,00,01,01,09,02,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,06,04,12,02,00,04,12,03,01,01,01,01,09,06,04,04,00,08,06,04,12,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,03,01,01,00,00,01,09,02,00,04,04,04,04,03,01,01,00,00,01,01,09,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,03,00,00,00,00,00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,04,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,08,03,09,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,08,02,08,02,00,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,08,02,08,02,00,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,02,08,02,00,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,02,08,02,00,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,08,06,04,04,04,04,04,12,06,04,04,00,00,04,04,04,04,04,04,04,04,12,02,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,09,03,01,01,00,00,01,09,03,01,01,01,01,01,01,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,02,00,00,00,00,00,08,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,06,04,04,00,00,04,12,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,00,00,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08
06,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,12
