01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,02,02,02,02,02,03,03,03,03,03,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,02,02,02,02,02,03,03,03,03,03,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,02,02,02,02,02,03,03,03,03,03,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,02,02,02,02,02,03,03,03,03,03,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,04,04,04,04,04,04,04,04,04,04,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,04,04,04,04,04,04,04,04,04,04,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,04,04,05,05,05,05,05,05,04,04,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,04,04,05,05,05,05,05,05,04,04,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,04,04,05,05,05,05,05,05,04,04,03,03,03,03,03,03,11,11,11,11,11,11,11,11,11
